cvorNumber,reportDate,id,date,startTime,endTime,cvir,location,driverName,driverLicence,driverLicenceJurisdiction,vehicle1_make,vehicle1_unit,vehicle1_plate,vehicle1_jurisdiction,level,vehiclePoints,driverPoints,oosCount,totalDefects,charged,coDriver,impoundment
030-720-022,2024-07-25,20240725-insp-27,2022-12-09,10:30,11:10,CVIR2407250027,"HWY 416 Ottawa, ON","GREWAL, J",D3001431-ON,ON,WESTERN,T327,PR6189,CAON,1,0,0,0,0,N,N,N
030-720-022,2024-07-25,20240725-insp-26,2022-12-04,14:00,14:40,CVIR2407250026,"HWY 403 Brantford, ON","PATEL, A",D3001378-ON,ON,INTL,T326,PR6182,CAON,1,0,0,0,0,N,N,N
030-720-022,2024-07-25,20240725-insp-25,2022-11-29,08:30,09:10,CVIR2407250025,"QEW Hamilton, ON","SHARMA, R",D3001325-ON,ON,MACK,T325,PR6175,CAON,1,0,0,0,0,N,N,N
030-720-022,2024-07-25,20240725-insp-24,2022-11-24,15:45,16:25,CVIR2407250024,"HWY 11 North Bay, ON","SINGH, M",D3001272-ON,ON,KENWORTH,T324,PR6168,CAON,1,0,0,0,0,N,N,N
030-720-022,2024-07-25,20240725-insp-23,2022-11-19,13:15,13:55,CVIR2407250023,"HWY 7 Mississauga, ON","GILL, P",D3001219-ON,ON,PETERBILT,T323,PR6161,CAON,1,0,0,0,0,N,N,N
030-720-022,2024-07-25,20240725-insp-22,2022-11-14,11:30,12:15,CVIR2407250022,"HWY 400 Barrie, ON","BAJWA, S",D3001166-ON,ON,FREIGHTLN,T322,PR6154,CAON,1,0,0,0,0,N,N,N
030-720-022,2024-07-25,20240725-insp-21,2022-11-09,09:00,09:45,CVIR2407250021,"HWY 401 Toronto, ON","BRAR, H",D3001113-ON,ON,VOLVO,T321,PR6147,CAON,1,0,0,0,0,N,N,N
030-720-022,2024-07-25,20240725-insp-20,2022-11-05,10:30,11:10,CVIR2407250020,"HWY 416 Ottawa, ON","DHILLON, K",D3001060-ON,ON,WESTERN,T320,PR6140,CAON,1,0,0,0,0,N,N,N
030-720-022,2024-07-25,20240725-insp-19,2022-10-31,14:00,14:40,CVIR2407250019,"HWY 403 Brantford, ON","GREWAL, J",D3001007-ON,ON,INTL,T319,PR6133,CAON,1,0,0,0,0,N,N,N
030-720-022,2024-07-25,20240725-insp-18,2022-10-26,08:30,09:10,CVIR2407250018,"QEW Hamilton, ON","PATEL, A",D3000954-ON,ON,MACK,T318,PR6126,CAON,1,1,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-17,2022-10-21,15:45,16:25,CVIR2407250017,"HWY 11 North Bay, ON","SHARMA, R",D3000901-ON,ON,KENWORTH,T317,PR6119,CAON,1,1,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-16,2022-10-16,13:15,13:55,CVIR2407250016,"HWY 7 Mississauga, ON","SINGH, M",D3000848-ON,ON,PETERBILT,T316,PR6112,CAON,1,1,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-15,2022-10-11,11:30,12:15,CVIR2407250015,"HWY 400 Barrie, ON","GILL, P",D3000795-ON,ON,FREIGHTLN,T315,PR6105,CAON,1,1,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-14,2022-10-06,09:00,09:45,CVIR2407250014,"HWY 401 Toronto, ON","BAJWA, S",D3000742-ON,ON,VOLVO,T314,PR6098,CAON,1,1,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-13,2022-10-01,10:30,11:10,CVIR2407250013,"HWY 416 Ottawa, ON","BRAR, H",D3000689-ON,ON,WESTERN,T313,PR6091,CAON,1,1,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-12,2022-09-26,14:00,14:40,CVIR2407250012,"HWY 403 Brantford, ON","DHILLON, K",D3000636-ON,ON,INTL,T312,PR6084,CAON,1,1,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-11,2022-09-21,08:30,09:10,CVIR2407250011,"QEW Hamilton, ON","GREWAL, J",D3000583-ON,ON,MACK,T311,PR6077,CAON,1,1,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-10,2022-09-16,15:45,16:25,CVIR2407250010,"HWY 11 North Bay, ON","PATEL, A",D3000530-ON,ON,KENWORTH,T310,PR6070,CAON,1,1,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-9,2022-09-12,13:15,13:55,CVIR2407250009,"HWY 7 Mississauga, ON","SHARMA, R",D3000477-ON,ON,PETERBILT,T309,PR6063,CAON,1,1,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-8,2022-09-07,11:30,12:15,CVIR2407250008,"HWY 400 Barrie, ON","SINGH, M",D3000424-ON,ON,FREIGHTLN,T308,PR6056,CAON,1,2,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-7,2022-09-02,09:00,09:45,CVIR2407250007,"HWY 401 Toronto, ON","GILL, P",D3000371-ON,ON,VOLVO,T307,PR6049,CAON,1,2,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-6,2022-08-28,10:30,11:10,CVIR2407250006,"HWY 416 Ottawa, ON","BAJWA, S",D3000318-ON,ON,WESTERN,T306,PR6042,CAON,1,2,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-5,2022-08-23,14:00,14:40,CVIR2407250005,"HWY 403 Brantford, ON","BRAR, H",D3000265-ON,ON,INTL,T305,PR6035,CAON,1,2,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-4,2022-08-18,08:30,09:10,CVIR2407250004,"QEW Hamilton, ON","DHILLON, K",D3000212-ON,ON,MACK,T304,PR6028,CAON,1,2,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-3,2022-08-13,15:45,16:25,CVIR2407250003,"HWY 11 North Bay, ON","GREWAL, J",D3000159-ON,ON,KENWORTH,T303,PR6021,CAON,1,2,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-2,2022-08-08,13:15,13:55,CVIR2407250002,"HWY 7 Mississauga, ON","PATEL, A",D3000106-ON,ON,PETERBILT,T302,PR6014,CAON,1,2,0,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-1,2022-08-03,11:30,12:15,CVIR2407250001,"HWY 400 Barrie, ON","SHARMA, R",D3000053-ON,ON,FREIGHTLN,T301,PR6007,CAON,1,2,1,1,2,Y,N,N
030-720-022,2024-07-25,20240725-insp-0,2022-07-29,09:00,09:45,CVIR2407250000,"HWY 401 Toronto, ON","SINGH, M",D3000000-ON,ON,VOLVO,T300,PR6000,CAON,1,2,1,1,2,Y,N,N
