cvorNumber,reportDate,id,date,startTime,endTime,cvir,location,driverName,driverLicence,driverLicenceJurisdiction,vehicle1_make,vehicle1_unit,vehicle1_plate,vehicle1_jurisdiction,level,vehiclePoints,driverPoints,oosCount,totalDefects,charged,coDriver,impoundment
060-420-001,2026-04-02,20260402-insp-16,2024-06-30,13:15,13:55,CVIR2604020016,"HWY 7 Mississauga, ON","SINGH, M",D3000848-ON,ON,PETERBILT,T316,PR6112,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-15,2024-06-25,11:30,12:15,CVIR2604020015,"HWY 400 Barrie, ON","GILL, P",D3000795-ON,ON,FREIGHTLN,T315,PR6105,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-14,2024-06-20,09:00,09:45,CVIR2604020014,"HWY 401 Toronto, ON","BAJWA, S",D3000742-ON,ON,VOLVO,T314,PR6098,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-13,2024-06-15,10:30,11:10,CVIR2604020013,"HWY 416 Ottawa, ON","BRAR, H",D3000689-ON,ON,WESTERN,T313,PR6091,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-12,2024-06-09,14:00,14:40,CVIR2604020012,"HWY 403 Brantford, ON","DHILLON, K",D3000636-ON,ON,INTL,T312,PR6084,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-11,2024-06-04,08:30,09:10,CVIR2604020011,"QEW Hamilton, ON","GREWAL, J",D3000583-ON,ON,MACK,T311,PR6077,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-10,2024-05-30,15:45,16:25,CVIR2604020010,"HWY 11 North Bay, ON","PATEL, A",D3000530-ON,ON,KENWORTH,T310,PR6070,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-9,2024-05-24,13:15,13:55,CVIR2604020009,"HWY 7 Mississauga, ON","SHARMA, R",D3000477-ON,ON,PETERBILT,T309,PR6063,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-8,2024-05-19,11:30,12:15,CVIR2604020008,"HWY 400 Barrie, ON","SINGH, M",D3000424-ON,ON,FREIGHTLN,T308,PR6056,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-7,2024-05-14,09:00,09:45,CVIR2604020007,"HWY 401 Toronto, ON","GILL, P",D3000371-ON,ON,VOLVO,T307,PR6049,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-6,2024-05-09,10:30,11:10,CVIR2604020006,"HWY 416 Ottawa, ON","BAJWA, S",D3000318-ON,ON,WESTERN,T306,PR6042,CAON,1,1,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-5,2024-05-03,14:00,14:40,CVIR2604020005,"HWY 403 Brantford, ON","BRAR, H",D3000265-ON,ON,INTL,T305,PR6035,CAON,1,2,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-4,2024-04-28,08:30,09:10,CVIR2604020004,"QEW Hamilton, ON","DHILLON, K",D3000212-ON,ON,MACK,T304,PR6028,CAON,1,2,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-3,2024-04-23,15:45,16:25,CVIR2604020003,"HWY 11 North Bay, ON","GREWAL, J",D3000159-ON,ON,KENWORTH,T303,PR6021,CAON,1,2,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-2,2024-04-17,13:15,13:55,CVIR2604020002,"HWY 7 Mississauga, ON","PATEL, A",D3000106-ON,ON,PETERBILT,T302,PR6014,CAON,1,2,0,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-1,2024-04-12,11:30,12:15,CVIR2604020001,"HWY 400 Barrie, ON","SHARMA, R",D3000053-ON,ON,FREIGHTLN,T301,PR6007,CAON,1,2,1,1,2,Y,N,N
060-420-001,2026-04-02,20260402-insp-0,2024-04-07,09:00,09:45,CVIR2604020000,"HWY 401 Toronto, ON","SINGH, M",D3000000-ON,ON,VOLVO,T300,PR6000,CAON,1,2,1,1,2,Y,N,N
