cvorNumber,reportDate,id,date,startTime,endTime,cvir,location,driverName,driverLicence,driverLicenceJurisdiction,vehicle1_make,vehicle1_unit,vehicle1_plate,vehicle1_jurisdiction,level,vehiclePoints,driverPoints,oosCount,totalDefects,charged,coDriver,impoundment
850-000-203,2025-02-03,20250203-insp-31,2023-07-04,15:45,16:25,CVIR2502030031,"HWY 11 North Bay, ON","GILL, P",D3001643-ON,ON,KENWORTH,T331,PR6217,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-30,2023-06-30,13:15,13:55,CVIR2502030030,"HWY 7 Mississauga, ON","BAJWA, S",D3001590-ON,ON,PETERBILT,T330,PR6210,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-29,2023-06-25,11:30,12:15,CVIR2502030029,"HWY 400 Barrie, ON","BRAR, H",D3001537-ON,ON,FREIGHTLN,T329,PR6203,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-28,2023-06-20,09:00,09:45,CVIR2502030028,"HWY 401 Toronto, ON","DHILLON, K",D3001484-ON,ON,VOLVO,T328,PR6196,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-27,2023-06-15,10:30,11:10,CVIR2502030027,"HWY 416 Ottawa, ON","GREWAL, J",D3001431-ON,ON,WESTERN,T327,PR6189,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-26,2023-06-11,14:00,14:40,CVIR2502030026,"HWY 403 Brantford, ON","PATEL, A",D3001378-ON,ON,INTL,T326,PR6182,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-25,2023-06-06,08:30,09:10,CVIR2502030025,"QEW Hamilton, ON","SHARMA, R",D3001325-ON,ON,MACK,T325,PR6175,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-24,2023-06-01,15:45,16:25,CVIR2502030024,"HWY 11 North Bay, ON","SINGH, M",D3001272-ON,ON,KENWORTH,T324,PR6168,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-23,2023-05-27,13:15,13:55,CVIR2502030023,"HWY 7 Mississauga, ON","GILL, P",D3001219-ON,ON,PETERBILT,T323,PR6161,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-22,2023-05-22,11:30,12:15,CVIR2502030022,"HWY 400 Barrie, ON","BAJWA, S",D3001166-ON,ON,FREIGHTLN,T322,PR6154,CAON,1,0,0,0,0,N,N,N
850-000-203,2025-02-03,20250203-insp-21,2023-05-18,09:00,09:45,CVIR2502030021,"HWY 401 Toronto, ON","BRAR, H",D3001113-ON,ON,VOLVO,T321,PR6147,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-20,2023-05-13,10:30,11:10,CVIR2502030020,"HWY 416 Ottawa, ON","DHILLON, K",D3001060-ON,ON,WESTERN,T320,PR6140,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-19,2023-05-08,14:00,14:40,CVIR2502030019,"HWY 403 Brantford, ON","GREWAL, J",D3001007-ON,ON,INTL,T319,PR6133,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-18,2023-05-03,08:30,09:10,CVIR2502030018,"QEW Hamilton, ON","PATEL, A",D3000954-ON,ON,MACK,T318,PR6126,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-17,2023-04-29,15:45,16:25,CVIR2502030017,"HWY 11 North Bay, ON","SHARMA, R",D3000901-ON,ON,KENWORTH,T317,PR6119,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-16,2023-04-24,13:15,13:55,CVIR2502030016,"HWY 7 Mississauga, ON","SINGH, M",D3000848-ON,ON,PETERBILT,T316,PR6112,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-15,2023-04-19,11:30,12:15,CVIR2502030015,"HWY 400 Barrie, ON","GILL, P",D3000795-ON,ON,FREIGHTLN,T315,PR6105,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-14,2023-04-14,09:00,09:45,CVIR2502030014,"HWY 401 Toronto, ON","BAJWA, S",D3000742-ON,ON,VOLVO,T314,PR6098,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-13,2023-04-09,10:30,11:10,CVIR2502030013,"HWY 416 Ottawa, ON","BRAR, H",D3000689-ON,ON,WESTERN,T313,PR6091,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-12,2023-04-05,14:00,14:40,CVIR2502030012,"HWY 403 Brantford, ON","DHILLON, K",D3000636-ON,ON,INTL,T312,PR6084,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-11,2023-03-31,08:30,09:10,CVIR2502030011,"QEW Hamilton, ON","GREWAL, J",D3000583-ON,ON,MACK,T311,PR6077,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-10,2023-03-26,15:45,16:25,CVIR2502030010,"HWY 11 North Bay, ON","PATEL, A",D3000530-ON,ON,KENWORTH,T310,PR6070,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-9,2023-03-21,13:15,13:55,CVIR2502030009,"HWY 7 Mississauga, ON","SHARMA, R",D3000477-ON,ON,PETERBILT,T309,PR6063,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-8,2023-03-17,11:30,12:15,CVIR2502030008,"HWY 400 Barrie, ON","SINGH, M",D3000424-ON,ON,FREIGHTLN,T308,PR6056,CAON,1,1,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-7,2023-03-12,09:00,09:45,CVIR2502030007,"HWY 401 Toronto, ON","GILL, P",D3000371-ON,ON,VOLVO,T307,PR6049,CAON,1,2,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-6,2023-03-08,10:30,11:10,CVIR2502030006,"HWY 416 Ottawa, ON","BAJWA, S",D3000318-ON,ON,WESTERN,T306,PR6042,CAON,1,2,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-5,2023-03-03,14:00,14:40,CVIR2502030005,"HWY 403 Brantford, ON","BRAR, H",D3000265-ON,ON,INTL,T305,PR6035,CAON,1,2,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-4,2023-02-26,08:30,09:10,CVIR2502030004,"QEW Hamilton, ON","DHILLON, K",D3000212-ON,ON,MACK,T304,PR6028,CAON,1,2,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-3,2023-02-22,15:45,16:25,CVIR2502030003,"HWY 11 North Bay, ON","GREWAL, J",D3000159-ON,ON,KENWORTH,T303,PR6021,CAON,1,2,0,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-2,2023-02-17,13:15,13:55,CVIR2502030002,"HWY 7 Mississauga, ON","PATEL, A",D3000106-ON,ON,PETERBILT,T302,PR6014,CAON,1,2,1,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-1,2023-02-12,11:30,12:15,CVIR2502030001,"HWY 400 Barrie, ON","SHARMA, R",D3000053-ON,ON,FREIGHTLN,T301,PR6007,CAON,1,2,1,1,2,Y,N,N
850-000-203,2025-02-03,20250203-insp-0,2023-02-07,09:00,09:45,CVIR2502030000,"HWY 401 Toronto, ON","SINGH, M",D3000000-ON,ON,VOLVO,T300,PR6000,CAON,1,2,1,1,2,Y,N,N
